time,communicative_fraction,order_parameter,game_type
417601,0.6966666666666667,0.4276759366643478,hero
418401,0.6966666666666667,0.4276759366643478,hero
419201,0.6966666666666667,0.4276759366643478,hero
420001,0.6966666666666667,0.4276759366643478,hero
420801,0.6966666666666667,0.4276759366643478,hero
421601,0.7,0.4291579211006337,hero
422401,0.7,0.4291579211006337,hero
423201,0.7,0.4291579211006337,hero
424001,0.6966666666666667,0.4276759366643478,hero
424801,0.7,0.4291579211006337,hero
425601,0.7,0.4291579211006337,hero
426401,0.7,0.4291579211006337,hero
427201,0.7,0.4291579211006337,hero
428001,0.7,0.4291579211006337,hero
428801,0.7,0.4291579211006337,hero
429601,0.7,0.4291579211006337,hero
430401,0.7,0.4291579211006337,hero
431201,0.7,0.4291579211006337,hero
432001,0.7,0.4291579211006337,hero
432801,0.7,0.4291579211006337,hero
433601,0.7,0.4291579211006337,hero
434401,0.7,0.4291579211006337,hero
435201,0.7,0.4291579211006337,hero
436001,0.7,0.4291579211006337,hero
436801,0.7033333333333334,0.4306560766325746,staghunt
437601,0.7033333333333334,0.4306560766325746,staghunt
438401,0.7033333333333334,0.4306560766325746,staghunt
439201,0.7033333333333334,0.4306560766325746,staghunt
440001,0.7033333333333334,0.4306560766325746,staghunt
440801,0.7033333333333334,0.4306560766325746,staghunt
441601,0.7033333333333334,0.4307691504034047,staghunt
442401,0.7033333333333334,0.4307691504034047,staghunt
443201,0.7033333333333334,0.4307691504034047,staghunt
444001,0.7033333333333334,0.4307691504034047,staghunt
444801,0.7033333333333334,0.4307691504034047,staghunt
445601,0.7033333333333334,0.4307691504034047,staghunt
446401,0.7033333333333334,0.4307691504034047,staghunt
447201,0.7033333333333334,0.4307691504034047,staghunt
448001,0.7033333333333334,0.4307691504034047,staghunt
448801,0.7033333333333334,0.4307691504034047,staghunt
449601,0.7033333333333334,0.4307691504034047,staghunt
450401,0.7033333333333334,0.4307691504034047,staghunt
451201,0.7033333333333334,0.4307691504034047,staghunt
452001,0.7033333333333334,0.4307691504034047,staghunt
452801,0.7066666666666667,0.43202312871840565,staghunt
453601,0.7066666666666667,0.43202312871840565,staghunt
454401,0.7066666666666667,0.43202312871840565,staghunt
455201,0.7066666666666667,0.43202312871840565,staghunt
456001,0.7066666666666667,0.43202312871840565,staghunt
456801,0.7066666666666667,0.43202312871840565,staghunt
457601,0.7066666666666667,0.43202312871840565,staghunt
458401,0.7066666666666667,0.43202312871840565,staghunt
